Id,MetricsDate,UserId,PageName,SystemModstamp,RecordCountEPT,TotalCount,SumEPT,EptBinUnder3,EptBin3To5,EptBin5To8,EptBin8To10,EptBinOver10,CoresBinUnder2,CoresBin2To4,CoresBin4To8,CoresBinOver8,DownlinkBinUnder3,DownlinkBin3To5,DownlinkBin5To8,DownlinkBin8To10,DownlinkBinOver10,RttBinUnder50,RttBin50To150,RttBinOver150
0U5dM000000H2U0SAK,2024-07-24,005dM000004WE3FQAW,trlhdtips__Get_Your_Login_Credentials Custom Lightning Component,2024-07-25T03:51:05Z,1,1,516,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000H5V7SAK,2024-07-24,005dM000004WE3FQAW,Dashboard Dashboards,2024-07-25T03:51:05Z,1,1,410,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000H7N9SAK,2024-07-24,005dM000004WE3FQAW,unknown unknown,2024-07-25T03:51:05Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000H9VmSAK,2024-07-24,005dM000004WE3FQAW,onesetup:setupAlohaPage,2024-07-25T03:51:05Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000HAsySAG,2024-07-24,005dM000004WE3FQAW,Dashboard,2024-07-25T03:51:05Z,1,1,1217,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000HAyVSAW,2024-07-24,005dM000004WE3FQAW,trlhdtips__Welcome Custom Lightning Component,2024-07-25T03:51:05Z,1,2,1150,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
0U5dM000000HCODSA4,2024-07-24,005dM000004WE3FQAW,Folder,2024-07-25T03:51:05Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000HFSISA4,2024-07-25,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-07-26T05:00:52Z,8,8,12103,8,0,0,0,0,0,0,8,0,0,0,6,2,0,8,0,0
0U5dM000000HM79SAG,2024-07-25,005dM000004WE3FQAW,objectManager:objectList,2024-07-26T05:00:52Z,1,1,779,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000HPnoSAG,2024-07-25,005dM000004WE3FQAW,onesetup:setupAlohaPage,2024-07-26T05:00:52Z,1,1,749,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000HRBjSAO,2024-07-25,005dM000004WE3FQAW,trlhdtips__Welcome Custom Lightning Component,2024-07-26T05:00:52Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000HSpnSAG,2024-07-25,005dM000004WE3FQAW,objectManager:setupAlohaPage,2024-07-26T05:00:52Z,1,1,1225,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000I0RzSAK,2024-07-29,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-07-30T04:33:39Z,4,4,7458,4,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0
0U5dM000000I2MJSA0,2024-07-29,005dM000004WE3FQAW,objectManager:objectList,2024-07-30T04:33:39Z,1,1,1596,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000I3G6SAK,2024-07-29,005dM000004WE3FQAW,onesetup:baseHomePage,2024-07-30T04:33:39Z,1,1,1607,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000I8B1SAK,2024-07-29,005dM000004WE3FQAW,Home,2024-07-30T04:33:39Z,1,1,3044,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0U5dM000000I8zESAS,2024-07-29,005dM000004WE3FQAW,trlhdtips__Welcome Custom Lightning Component,2024-07-30T04:33:39Z,1,1,850,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0U5dM000000IAuhSAG,2024-07-30,005dM000004WE3FQAW,House__c Record,2024-07-31T04:02:23Z,1,2,1676,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
0U5dM000000IIVcSAO,2024-07-30,005dM000004WE3FQAW,setupnav:appManager,2024-07-31T04:02:23Z,1,1,2031,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000IJgVSAW,2024-07-30,005dM000004WE3FQAW,onesetup:baseHomePage,2024-07-31T04:02:23Z,3,6,2514,3,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0
0U5dM000000IM5uSAG,2024-07-30,005dM000004WE3FQAW,House__c one:recordActionWrapper,2024-07-31T04:02:23Z,1,1,1143,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000IOFwSAO,2024-07-30,005dM000004WE3FQAW,House__c Record List,2024-07-31T04:02:23Z,5,7,3892,5,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0
0U5dM000000IPyVSAW,2024-07-30,005dM000004WE3FQAW,Home,2024-07-31T04:02:23Z,11,11,15099,10,1,0,0,0,0,0,11,0,0,0,2,9,0,11,0,0
0U5dM000000IZM2SAO,2024-07-31,005dM000004WE3FQAW,Account Record List,2024-08-01T05:06:41Z,1,3,1005,1,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0
0U5dM000000Ia3LSAS,2024-07-31,005dM000004WE3FQAW,Home,2024-08-01T05:06:41Z,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,3,0,0
0U5dM000000IeJvSAK,2024-07-31,005dM000004WE3FQAW,Account sfa:inspectionDesktopObjectHome,2024-08-01T05:06:41Z,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0U5dM000000IfnXSAS,2024-07-31,005dM000004WE3FQAW,Account Record,2024-08-01T05:06:41Z,2,3,5026,1,1,0,0,0,0,0,3,0,1,0,0,2,0,3,0,0
0U5dM000000IpU3SAK,2024-08-01,005dM000004WE3FQAW,Account Record,2024-08-02T03:58:43Z,1,1,1742,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000Ist4SAC,2024-08-01,005dM000004WE3FQAW,Account sfa:inspectionDesktopObjectHome,2024-08-02T03:58:43Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000Ivu3SAC,2024-08-01,005dM000004WE3FQAW,Account one:recordActionWrapper,2024-08-02T03:58:43Z,2,2,5237,1,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
0U5dM000000Ix71SAC,2024-08-01,005dM000004WE3FQAW,Account Record List,2024-08-02T03:58:43Z,1,3,577,1,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
0U5dM000000IxpeSAC,2024-08-01,005dM000004WE3FQAW,Home,2024-08-02T03:58:43Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000JVHHSA4,2024-08-05,005dM000004WE3FQAW,process_home:flowListView,2024-08-06T04:35:01Z,1,1,1312,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0U5dM000000JYemSAG,2024-08-05,005dM000004WE3FQAW,onesetup:baseHomePage,2024-08-06T04:35:01Z,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0U5dM000000Je55SAC,2024-08-05,005dM000004WE3FQAW,Home,2024-08-06T04:35:01Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0U5dM000000K1XJSA0,2024-08-07,005dM000004WE3FQAW,onesetup:setupAlohaPage,2024-08-08T04:07:25Z,2,3,2010,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0
0U5dM000000K1zqSAC,2024-08-07,005dM000004WE3FQAW,Home,2024-08-08T04:07:25Z,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0U5dM000000K57XSAS,2024-08-07,005dM000004WE3FQAW,onesetup:baseHomePage,2024-08-08T04:07:25Z,1,1,1121,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0U5dM000000KVz1SAG,2024-08-09,005dM000004WE3FQAW,objectManager:objectList,2024-08-10T04:23:20Z,1,1,699,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000KY8ISAW,2024-08-09,005dM000004WE3FQAW,Home,2024-08-10T04:23:20Z,1,1,3612,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000KYWdSAO,2024-08-09,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-08-10T04:23:20Z,5,5,3236,5,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0
0U5dM000000KtEQSA0,2024-08-12,005dM000004WE3FQAW,objectManager:objectList,2024-08-13T04:13:58Z,2,3,1758,2,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
0U5dM000000Ku7PSAS,2024-08-12,005dM000004WE3FQAW,onesetup:baseHomePage,2024-08-13T04:13:58Z,1,1,1135,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000Kug0SAC,2024-08-12,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-08-13T04:13:58Z,11,12,13271,11,0,0,0,0,0,0,12,0,0,0,0,12,0,12,0,0
0U5dM000000KxUuSAK,2024-08-12,005dM000004WE3FQAW,Contact runtime_pipeline_inspector:pipelineInspectorHome,2024-08-13T04:13:58Z,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0,0
0U5dM000000KyS6SAK,2024-08-12,005dM000004WE3FQAW,Account Record,2024-08-13T04:13:58Z,1,1,2099,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000KyXVSA0,2024-08-12,005dM000004WE3FQAW,Account sfa:inspectionDesktopObjectHome,2024-08-13T04:13:58Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000L07QSAS,2024-08-12,005dM000004WE3FQAW,Contact one:recordActionWrapper,2024-08-13T04:13:58Z,2,3,1594,2,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
0U5dM000000L1e4SAC,2024-08-12,005dM000004WE3FQAW,Contact sfa:inspectionDesktopObjectHome,2024-08-13T04:13:58Z,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0
0U5dM000000L4hTSAS,2024-08-12,005dM000004WE3FQAW,Contact Record,2024-08-13T04:13:58Z,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
0U5dM000000L6lPSAS,2024-08-12,005dM000004WE3FQAW,Account Record List,2024-08-13T04:13:58Z,1,1,1538,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000L7VvSAK,2024-08-12,005dM000004WE3FQAW,Home,2024-08-13T04:13:58Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000PQrESAW,2024-09-05,005dM000004WE3FQAW,objectManager:objectList,2024-09-07T05:31:34Z,1,1,2262,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0U5dM000000PaILSA0,2024-09-06,005dM000004WE3FQAW,onesetup:baseHomePage,2024-09-07T05:35:23Z,4,4,3430,4,0,0,0,0,0,0,4,0,0,0,1,3,0,4,0,0
0U5dM000000PbiHSAS,2024-09-06,005dM000004WE3FQAW,objectManager:objectList,2024-09-07T05:35:23Z,1,1,830,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000Pci2SAC,2024-09-06,005dM000004WE3FQAW,Lightning Page,2024-09-07T05:35:23Z,3,3,2779,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
0U5dM000000Pi0fSAC,2024-09-06,005dM000004WE3FQAW,onesetup:setupAlohaPage,2024-09-07T05:35:23Z,6,6,6307,5,1,0,0,0,0,0,6,0,0,0,4,2,0,6,0,0
0U5dM000000Pu50SAC,2024-09-09,005dM000004WE3FQAW,onesetup:setupAlohaPage,2024-09-10T03:56:05Z,2,2,1073,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
0U5dM000000PuIRSA0,2024-09-09,005dM000004WE3FQAW,Home,2024-09-10T03:56:05Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000PvF1SAK,2024-09-09,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-09-10T03:56:05Z,48,50,52128,45,3,0,0,0,0,0,50,0,0,0,14,36,0,50,0,0
0U5dM000000PwMoSAK,2024-09-09,005dM000004WE3FQAW,onesetup:baseHomePage,2024-09-10T03:56:05Z,1,1,1019,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000PyMPSA0,2024-09-09,005dM000004WE3FQAW,Project__c Record,2024-09-10T03:56:05Z,4,4,7795,4,0,0,0,0,0,0,4,0,0,0,3,1,0,4,0,0
0U5dM000000PyQOSA0,2024-09-09,005dM000004WE3FQAW,objectManager:objectList,2024-09-10T03:56:05Z,7,7,6947,7,0,0,0,0,0,0,7,0,0,0,2,5,0,7,0,0
0U5dM000000Q430SAC,2024-09-09,005dM000004WE3FQAW,objectManager:setupAlohaPage,2024-09-10T03:56:05Z,1,1,536,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000Q4nSSAS,2024-09-09,005dM000004WE3FQAW,Lightning Page,2024-09-10T03:56:05Z,1,1,1454,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000Q59RSAS,2024-09-10,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-09-11T03:52:15Z,20,21,8600,20,0,0,0,0,0,0,21,0,1,0,0,20,0,21,0,0
0U5dM000000Q63rSAC,2024-09-10,005dM000004WE3FQAW,onesetup:baseHomePage,2024-09-11T03:52:15Z,1,1,944,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0U5dM000000QBH9SAO,2024-09-10,005dM000004WE3FQAW,objectManager:objectList,2024-09-11T03:52:15Z,11,11,7027,11,0,0,0,0,0,0,11,0,0,0,0,11,0,11,0,0
0U5dM000000QJd9SAG,2024-09-11,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-09-12T04:06:51Z,6,6,2137,6,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0
0U5dM000000QKpZSAW,2024-09-11,005dM000004WE3FQAW,objectManager:objectList,2024-09-12T04:06:51Z,5,5,2808,5,0,0,0,0,0,0,5,0,0,0,1,4,0,5,0,0
0U5dM000000QZ2tSAG,2024-09-12,005dM000004WE3FQAW,onesetup:baseHomePage,2024-09-13T04:19:18Z,1,2,1641,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
0U5dM000000QZ60SAG,2024-09-12,005dM000004WE3FQAW,Case Record List,2024-09-13T04:19:18Z,1,2,1710,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
0U5dM000000QdCsSAK,2024-09-12,005dM000004WE3FQAW,objectManager:objectList,2024-09-13T04:19:18Z,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
0U5dM000000QfM4SAK,2024-09-13,005dM000004WE3FQAW,objectManager:objectList,2024-09-14T05:17:41Z,6,6,3564,6,0,0,0,0,0,0,6,0,0,2,0,4,0,6,0,0
0U5dM000000QhW3SAK,2024-09-13,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-09-14T05:17:41Z,10,11,6434,10,0,0,0,0,0,0,11,0,0,3,0,8,0,11,0,0
0U5dM000000R0GoSAK,2024-09-16,005dM000004WE3FQAW,ContentDocument Files,2024-09-17T05:31:27Z,2,2,3706,2,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1
0U5dM000000R0e1SAC,2024-09-16,005dM000004WE3FQAW,Dashboard,2024-09-17T05:31:27Z,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0U5dM000000R1OKSA0,2024-09-16,005dM000004WE3FQAW,onesetup:setupAlohaPage,2024-09-17T05:31:27Z,1,1,1481,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0U5dM000000R1UNSA0,2024-09-16,005dM000004WE3FQAW,setupnav:appManager,2024-09-17T05:31:27Z,1,2,979,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
0U5dM000000R498SAC,2024-09-16,005dM000004WE3FQAW,Dashboard Dashboards,2024-09-17T05:31:27Z,1,1,258,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0U5dM000000R6QCSA0,2024-09-16,005dM000004WE3FQAW,objectManager:objectList,2024-09-17T05:31:27Z,4,6,2894,4,0,0,0,0,0,0,6,0,3,0,0,3,0,3,0,3
0U5dM000000R6biSAC,2024-09-16,005dM000004WE3FQAW,onesetup:baseHomePage,2024-09-17T05:31:27Z,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0U5dM000000R835SAC,2024-09-16,005dM000004WE3FQAW,objectManager:objectDetailPage,2024-09-17T05:31:27Z,1,1,857,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
